C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_13_909.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_13_909.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_13_909.jpg, 0, 1, 0, 20.00482
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_14_015.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_14_015.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_14_015.jpg, -0.2687058, 1, 0, 21.09018
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_14_123.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_14_123.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_14_123.jpg, -0.429561, 1, 0, 22.14136
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_14_241.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_14_241.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_14_241.jpg, -0.07567734, 1, 0, 23.324
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_14_360.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_14_360.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_14_360.jpg, 0, 1, 0, 24.46712
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_14_473.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_14_473.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_14_473.jpg, -0.1932063, 1, 0, 25.41698
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_14_582.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_14_582.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_14_582.jpg, -0.273606, 1, 0, 26.45431
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_14_686.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_14_686.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_14_686.jpg, 0, 1, 0, 27.39461
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_14_823.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_14_823.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_14_823.jpg, 0, 1, 0, 28.69262
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_14_930.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_14_930.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_14_930.jpg, -0.2857977, 1, 0, 29.5695
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_15_031.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_15_031.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_15_031.jpg, -0.5075212, 1, 0, 30.15054
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_15_144.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_15_144.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_15_144.jpg, -0.1635324, 1, 0, 30.19398
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_15_248.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_15_248.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_15_248.jpg, 0, 1, 0, 30.18883
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_15_349.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_15_349.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_15_349.jpg, 0, 1, 0, 30.19012
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_15_459.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_15_459.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_15_459.jpg, 0, 1, 0, 30.19031
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_15_571.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_15_571.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_15_571.jpg, 0, 1, 0, 30.19028
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_15_692.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_15_692.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_15_692.jpg, 0, 1, 0, 30.19085
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_15_799.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_15_799.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_15_799.jpg, 0, 1, 0, 30.19033
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_15_918.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_15_918.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_15_918.jpg, 0, 1, 0, 30.18958
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_16_035.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_16_035.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_16_035.jpg, 0, 1, 0, 30.19029
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_16_143.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_16_143.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_16_143.jpg, -0.3280932, 1, 0, 30.16924
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_16_249.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_16_249.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_16_249.jpg, -0.4961745, 1, 0, 30.15334
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_16_368.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_16_368.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_16_368.jpg, -0.1395402, 1, 0, 30.19209
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_16_474.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_16_474.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_16_474.jpg, 0, 1, 0, 30.18804
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_16_580.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_16_580.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_16_580.jpg, 0, 1, 0, 30.18967
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_16_680.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_16_680.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_16_680.jpg, 0, 1, 0, 30.18814
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_16_798.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_16_798.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_16_798.jpg, 0, 1, 0, 30.19014
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_16_902.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_16_902.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_16_902.jpg, 0, 1, 0, 30.19003
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_17_010.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_17_010.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_17_010.jpg, 0, 1, 0, 30.19
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_17_119.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_17_119.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_17_119.jpg, 0, 1, 0, 30.19004
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_17_233.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_17_233.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_17_233.jpg, 0, 1, 0, 30.19002
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_17_342.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_17_342.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_17_342.jpg, 0, 1, 0, 30.19061
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_17_442.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_17_442.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_17_442.jpg, 0, 1, 0, 30.19028
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_17_554.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_17_554.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_17_554.jpg, 0, 1, 0, 30.19097
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_17_658.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_17_658.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_17_658.jpg, 0, 1, 0, 30.19049
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_17_760.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_17_760.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_17_760.jpg, 0, 1, 0, 30.19051
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_17_876.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_17_876.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_17_876.jpg, 0, 1, 0, 30.19052
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_17_982.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_17_982.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_17_982.jpg, -0.1164357, 1, 0, 30.18667
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_18_097.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_18_097.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_18_097.jpg, -0.2458155, 1, 0, 30.18325
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_18_211.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_18_211.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_18_211.jpg, 0, 1, 0, 30.18862
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_18_312.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_18_312.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_18_312.jpg, 0, 1, 0, 30.19028
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_18_422.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_18_422.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_18_422.jpg, 0, 1, 0, 30.19236
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_18_525.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_18_525.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_18_525.jpg, 0, 1, 0, 30.19029
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_18_637.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_18_637.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_18_637.jpg, -0.3348204, 1, 0, 30.16738
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_18_743.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_18_743.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_18_743.jpg, -0.01709762, 1, 0, 30.18972
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_18_853.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_18_853.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_18_853.jpg, 0, 1, 0, 30.19002
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_18_963.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_18_963.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_18_963.jpg, 0, 1, 0, 30.19031
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_19_067.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_19_067.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_19_067.jpg, 0, 1, 0, 30.19033
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_19_184.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_19_184.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_19_184.jpg, -0.3501417, 1, 0, 30.16332
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_19_287.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_19_287.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_19_287.jpg, -0.03782581, 1, 0, 30.19034
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_19_393.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_19_393.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_19_393.jpg, 0, 1, 0, 30.18995
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_19_495.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_19_495.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_19_495.jpg, 0, 1, 0, 30.19024
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_19_609.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_19_609.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_19_609.jpg, 0, 1, 0, 30.19034
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_19_723.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_19_723.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_19_723.jpg, -0.3446331, 1, 0, 30.16398
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_19_838.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_19_838.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_19_838.jpg, -4.082173E-05, 1, 0, 30.18913
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_19_945.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_19_945.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_19_945.jpg, 0, 1, 0, 30.19001
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_20_063.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_20_063.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_20_063.jpg, 0, 1, 0, 30.19032
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_20_173.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_20_173.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_20_173.jpg, -0.3283197, 1, 0, 30.16622
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_20_282.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_20_282.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_20_282.jpg, -0.2805246, 1, 0, 30.18822
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_20_386.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_20_386.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_20_386.jpg, 0, 1, 0, 30.1873
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_20_498.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_20_498.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_20_498.jpg, 0, 1, 0, 30.19004
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_20_608.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_20_608.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_20_608.jpg, 0, 1, 0, 30.19028
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_20_718.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_20_718.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_20_718.jpg, 0, 1, 0, 30.19028
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_20_833.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_20_833.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_20_833.jpg, 0, 1, 0, 30.19029
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_20_945.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_20_945.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_20_945.jpg, 0, 1, 0, 30.19028
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_21_059.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_21_059.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_21_059.jpg, 0, 1, 0, 30.19029
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_21_158.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_21_158.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_21_158.jpg, 0, 1, 0, 30.19031
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_21_276.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_21_276.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_21_276.jpg, 0, 1, 0, 30.19034
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_21_397.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_21_397.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_21_397.jpg, -0.0646941, 1, 0, 30.18892
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_21_509.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_21_509.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_21_509.jpg, -0.4008888, 1, 0, 30.15512
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_21_616.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_21_616.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_21_616.jpg, -0.08057103, 1, 0, 30.19126
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_21_719.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_21_719.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_21_719.jpg, 0, 1, 0, 30.18967
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_21_839.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_21_839.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_21_839.jpg, 0, 1, 0, 30.19026
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_21_959.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_21_959.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_21_959.jpg, 0, 1, 0, 30.19031
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_22_062.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_22_062.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_22_062.jpg, 0, 1, 0, 30.19036
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_22_179.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_22_179.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_22_179.jpg, 0, 1, 0, 30.19029
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_22_282.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_22_282.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_22_282.jpg, 0, 1, 0, 30.19032
C:\CPA\sem6\cvi620\IMG\center_2025_04_11_17_28_22_396.jpg, C:\CPA\sem6\cvi620\IMG\left_2025_04_11_17_28_22_396.jpg, C:\CPA\sem6\cvi620\IMG\right_2025_04_11_17_28_22_396.jpg, 0, 1, 0, 30.19031
